Movie ID,Genre IDs,Popularity
33701,[35],16.555
1130899,"[27, 9648]",16.552
543254,"[18, 10749]",16.552
1292674,[18],16.551
982543,"[27, 28]",16.549
247,"[80, 53]",16.549
20093,"[18, 28, 80]",16.545
281,"[80, 18, 878, 53]",16.544
576393,"[10749, 35]",16.543
1234811,"[10749, 35, 18]",331.28
1371727,"[16, 10751, 35]",330.688
259872,[10749],322.764
939243,"[12, 35, 10751, 878]",316.159
839033,"[16, 14]",309.79
1142518,"[28, 10749, 18]",298.457
978796,"[27, 53]",296.331
98,"[28, 18, 12]",295.959
1355755,"[16, 12, 14, 10751]",291.338
1041317,[10752],290.498
592695,[18],288.596
1125510,"[878, 27]",287.815
889737,"[18, 80, 53]",287.048
1340602,[27],286.601
917496,"[35, 14, 27]",286.004
957452,"[28, 14, 27]",284.25
748783,"[16, 35, 10751, 12, 28]",275.455
1011985,"[16, 10751, 14, 28]",267.69
1287717,[27],263.827
1144962,"[28, 878]",262.988
664236,"[16, 35, 10751, 12]",19.181
335778,"[28, 12, 18, 14]",19.181
439,"[35, 18]",19.179
629015,"[53, 27, 18]",19.176
361745,"[10770, 10749]",19.176
33613,"[28, 53, 80, 9648]",19.171
11825,"[35, 80]",19.169
333667,"[16, 12, 35, 10751, 10402]",19.165
348537,"[35, 10749, 10751]",19.163
429300,"[53, 10749, 12]",19.161
1035369,"[10749, 18, 10402]",19.16
394723,"[18, 10749]",19.158
38410,"[27, 9648, 80, 53]",19.15
18990,[27],19.15
188982,"[28, 35]",19.146
277355,"[53, 28]",19.143
978,"[12, 18, 36]",19.143
458131,"[18, 36]",19.142
1232177,[10749],19.141
18282,"[35, 10749, 10751]",19.141
531499,"[28, 80, 18]",25.972
481836,"[18, 10749]",25.972
2623,"[18, 10749]",25.968
1008640,[80],25.966
1077280,"[35, 28, 53]",25.965
929,"[878, 28, 53]",25.963
12480,"[18, 10749, 35]",25.961
2898,"[18, 35, 10749]",25.96
227719,"[878, 53]",25.956
22824,"[9648, 878, 53]",25.953
16307,[27],25.948
460555,"[28, 53, 10752, 12]",25.947
11637,"[10751, 12, 35, 10749]",25.947
346470,"[18, 10749, 35]",25.942
642121,"[16, 10749, 18]",25.939
975,"[10752, 18, 36]",25.921
489150,[10749],25.907
5070,"[35, 18]",25.907
25405,"[18, 10752, 10770]",25.897
2022,"[35, 10749]",25.897
338380,"[18, 16, 35]",14.984
11826,"[80, 18, 53]",14.984
372754,"[10749, 16]",14.983
13751,[18],14.983
11817,"[28, 35, 14]",14.983
11091,"[35, 18, 10749]",14.983
20287,"[28, 53, 80]",14.982
539651,"[878, 53, 9648, 27]",14.981
17653,"[12, 28, 35]",14.981
17660,[37],14.98
434203,"[10749, 18]",14.979
49009,"[18, 12, 36]",14.979
15596,[35],14.979
293767,"[18, 10752]",14.977
13528,"[53, 18, 9648, 80]",14.977
955991,"[18, 27]",14.976
841530,[],14.976
339116,"[28, 12, 35, 14, 878, 53]",14.976
523777,"[16, 28, 12, 35, 10751, 878]",14.975
392536,"[16, 10751, 35, 9648]",14.975
295151,"[10749, 35]",16.783
805411,"[16, 10751, 35, 18]",16.782
378018,"[9648, 27, 878]",16.778
36576,"[35, 80, 9648]",16.775
22536,"[18, 27, 53]",16.775
3989,"[12, 28, 35]",16.772
15648,"[35, 18, 10751, 10749]",16.771
27318,"[14, 27, 35]",16.77
121875,"[35, 18, 9648, 53]",16.769
1019202,"[18, 10749]",16.768
861451,"[28, 18, 53]",16.764
726739,"[10751, 35, 28]",16.763
27297,"[27, 53]",16.763
36797,"[35, 10751, 878]",16.762
11832,[18],16.762
723419,"[18, 27, 9648]",16.76
42188,"[18, 10749, 878]",16.76
44629,"[80, 18]",16.758
26428,"[12, 18, 36]",16.758
18671,"[80, 10749, 53]",16.756
302945,"[18, 10749]",26.243
1636,"[14, 35, 10749]",26.243
477447,"[16, 28, 12, 14]",26.24
1228997,"[35, 18]",26.238
622082,"[18, 10749]",26.236
121856,"[28, 12, 878]",26.233
137116,"[16, 10751, 12, 35]",26.23
626872,"[28, 18, 53]",26.228
625450,"[35, 18, 10749]",26.226
62215,"[18, 878]",26.212
551608,"[27, 9648, 53]",26.211
15015,"[16, 10751]",26.2
715756,"[53, 18, 27]",26.198
413052,"[80, 18, 53]",26.195
345911,[27],26.183
609271,"[16, 35, 10751, 10749]",26.174
1142611,"[10749, 35]",26.168
395991,"[18, 28]",26.165
431580,"[10751, 16, 12, 35]",26.163
756,"[16, 10751, 14]",26.162
9922,"[878, 12, 28]",17.173
359364,[99],17.807
329833,"[35, 12, 28]",17.805
6068,"[35, 28, 12, 10749]",18.421
200,"[878, 28, 12, 53]",24.917
21575,"[80, 18]",24.914
15259,"[10402, 18, 10749]",12.169
2196,"[35, 18]",23.421
28739,[27],17.792
27793,"[14, 10751]",24.909
11595,"[53, 28, 35, 80, 18]",13.169
10027,"[28, 80]",24.903
632065,[35],17.787
12104,"[10402, 18]",17.918
286387,"[16, 10751, 9648, 35]",17.783
391907,[10749],17.782
1262523,[18],17.78
40205,"[14, 18, 10751]",17.778
5919,"[28, 18, 53]",17.167
20379,"[28, 18]",24.886
24248,"[36, 18, 12]",19.08
776835,"[16, 12, 10751, 14, 35]",19.078
12122,"[53, 27, 878]",19.078
960139,"[18, 35, 14]",19.073
104859,[35],19.071
146198,"[28, 80, 12, 53]",19.067
877183,"[16, 35, 14]",19.066
664341,[53],19.066
9560,"[18, 10749]",19.066
2614,"[28, 35, 878]",19.065
178,[28],19.064
393519,"[18, 27]",19.061
19904,"[27, 53]",19.061
8944,"[35, 18]",19.06
604872,"[28, 12]",19.059
1059811,"[10402, 35, 18]",19.058
1178329,"[35, 27, 10749]",19.054
456931,"[18, 14, 27, 10749]",19.054
241254,"[53, 28]",19.052
11649,"[28, 14, 878, 12, 53]",19.045
1054116,"[16, 28]",32.901
9316,"[28, 53, 80, 12]",32.886
1584,"[35, 10402]",32.886
8413,"[27, 878, 9648]",32.882
50124,"[35, 10749]",32.872
415,"[28, 878, 12]",32.862
98008,"[18, 35]",32.854
11533,"[12, 10751, 14]",32.852
567604,"[35, 28, 12]",32.848
13002,"[16, 10751]",32.837
939335,"[28, 53]",32.835
335796,[27],32.834
109424,"[28, 18, 53]",32.831
1487,"[14, 28]",32.827
14,[18],32.824
27414,"[53, 27]",32.814
581,"[12, 18, 37]",32.808
5915,"[12, 18]",32.807
9470,"[28, 35, 80, 14]",32.803
19,"[18, 878]",32.803
308624,[10749],28.247
16296,"[35, 27, 878]",28.24
593961,"[10749, 18]",28.239
565426,"[10749, 35]",28.236
10376,"[18, 10402]",28.228
1172604,"[27, 53, 18]",28.222
9739,"[80, 28, 878]",28.22
1359867,"[10770, 35, 10749, 18]",28.217
11529,"[35, 10749]",28.217
1019411,"[35, 10749]",28.216
11617,[37],28.203
298094,"[10749, 18]",28.198
1246,[18],28.198
453755,"[18, 12]",28.193
1227816,"[80, 28, 53]",28.19
332567,"[27, 18, 53]",28.189
91586,"[27, 53]",28.172
10216,"[878, 28, 27]",28.172
16113,"[28, 53, 12, 10752]",28.168
660,"[12, 28, 53]",28.168
1054561,"[27, 18]",48.398
297270,"[12, 16, 10751]",42.513
15255,"[28, 80, 53]",46.758
460019,"[53, 27]",67.694
45933,[35],67.675
36669,"[12, 28, 53]",67.654
14161,"[28, 12, 878]",58.0
912916,"[10749, 18, 35]",45.294
56292,"[28, 53, 12]",67.628
755812,"[16, 10770, 14, 28]",56.251
1422,"[18, 53, 80]",58.737
619803,"[28, 80, 35, 53]",46.253
1159518,"[28, 878, 27, 53]",49.841
303857,"[28, 16, 878]",63.736
61791,"[53, 28, 18, 878]",57.482
62,"[878, 9648, 12]",50.224
1018,"[53, 18, 9648]",33.97
1014590,"[10749, 35]",48.127
346672,"[14, 28, 12, 53]",48.114
10555,"[16, 28, 35, 10751]",67.343
474350,"[27, 18, 14]",66.45
937287,"[10749, 18]",66.449
1303236,"[80, 28]",66.378
9487,"[10751, 16, 12, 35]",66.309
103,"[80, 18]",66.226
294254,"[878, 28, 53, 12]",66.161
804616,"[53, 27]",66.158
1107054,[53],66.099
1059128,"[18, 10749]",66.06
59440,"[18, 28]",66.034
49444,"[16, 10751, 35]",65.908
1124,"[18, 9648, 878]",65.882
1059064,"[80, 35, 28]",65.875
756999,"[27, 53]",65.826
512200,"[12, 35, 14]",65.74
967941,"[18, 14]",65.688
297,"[14, 18, 10749]",65.641
4232,"[80, 27, 9648]",65.595
1042834,"[53, 18]",65.581
57158,"[14, 12, 28]",65.555
567690,[18],17.984
6023,"[18, 10749]",17.983
9599,"[27, 878]",17.981
84188,"[18, 53]",17.978
28176,[18],17.978
356987,"[18, 53, 12]",17.976
1024774,"[18, 10749]",17.975
846967,"[9648, 53]",17.975
448779,"[12, 35, 10751, 16]",17.975
137227,"[16, 12, 10751, 878]",17.975
37950,"[18, 10749]",17.975
903,"[28, 18, 80]",17.975
188166,"[80, 53]",17.973
10677,"[10749, 18]",17.973
567646,"[28, 35, 80]",17.972
13969,"[10751, 35, 18, 10749]",17.97
1069069,[10749],17.966
22201,[37],17.963
10122,"[10751, 878, 12]",17.962
689700,"[80, 28, 18]",17.96
10478,"[18, 10749, 35]",16.418
471498,"[878, 53, 27]",16.416
570,[18],16.415
17918,"[27, 878]",16.413
775568,[],16.412
109431,"[35, 80]",16.41
14746,[28],16.409
383785,"[35, 9648, 10751, 28, 12]",16.407
7979,[18],16.407
1011679,"[28, 878, 53, 27]",16.406
862855,"[28, 12, 18]",16.404
27088,[35],16.403
854188,[27],16.402
1339825,"[18, 14, 99, 878]",16.401
575479,"[35, 18]",16.401
357786,"[16, 14, 9648]",16.401
1155605,"[35, 18]",16.4
283591,"[18, 10749]",16.4
14028,"[10752, 28, 53]",16.4
458005,"[878, 10749, 53]",16.398
408381,"[53, 18]",17.898
1013240,"[28, 80, 18, 9648, 878, 53]",17.897
851976,[80],17.896
438590,"[878, 28, 12, 10751]",17.896
337556,"[14, 28, 9648]",17.895
24942,"[10749, 35]",17.895
929170,[35],17.894
10647,[18],17.892
778810,"[16, 10751, 35]",17.891
20789,"[12, 28]",17.891
1351113,[53],17.889
16187,"[16, 10751, 35, 878, 12]",17.888
28512,"[12, 18, 53, 28, 10770]",17.883
743814,[18],17.881
1093994,"[28, 53]",17.88
137578,[27],17.88
15809,"[80, 18]",17.879
392,"[35, 18, 10749]",17.873
293646,"[18, 36]",17.872
1024592,[18],17.869
83899,"[27, 53, 9648]",21.324
1314369,"[28, 80, 53]",21.322
763164,"[28, 53, 878]",21.321
13497,"[18, 10749, 35, 10402]",21.318
14373,"[28, 80, 18]",21.31
6589,"[10751, 28, 12, 35, 14, 878]",21.31
5038,"[18, 10749]",21.309
1079244,"[18, 36, 10752]",21.305
11281,"[27, 53]",21.305
4515,"[28, 12, 18, 36]",21.302
1190012,"[16, 35, 878, 10770]",21.301
821937,"[28, 53]",21.297
9678,"[35, 14]",21.293
760,[35],21.293
18775,"[27, 878]",21.288
526811,"[10749, 18]",21.285
614917,"[18, 36]",21.284
1902,"[18, 53, 878]",21.284
457710,"[878, 28, 27]",21.283
11510,"[35, 27]",21.28
610150,"[16, 878, 28]",52.415
169,"[878, 28, 53]",52.399
1014214,"[28, 18]",52.382
10999,"[28, 12, 53]",52.376
1620,"[28, 53, 18]",52.334
1016346,"[28, 18, 53]",52.314
355547,"[35, 12, 16, 10751, 14]",52.14
185,"[878, 80]",52.122
43347,"[18, 35, 10749]",52.119
26466,[27],52.106
453,"[18, 10749]",52.032
9655,"[35, 10749]",52.014
9880,"[35, 10751, 10749]",52.005
38234,"[28, 53]",51.948
8467,[35],51.925
863873,"[53, 9648, 18, 878]",51.909
1427,"[80, 14, 18]",51.883
20526,"[12, 28, 878]",51.865
109439,[35],51.861
225886,[35],51.848
